1, 690
2, 590
3, 320
4, 300
5, 300
6, 300
7, 300
8, 300
9, 300
10, 300
11, 300
12, 300
13, 300
14, 300
15, 300
16, 300
17, 290
18, 290
19, 290
20, 290
21, 290
22, 290
23, 290
24, 290
25, 290
26, 290
27, 290
28, 290
29, 290
30, 290
31, 290
32, 290
33, 290
34, 290
35, 290
36, 290
37, 290
38, 290
39, 290
40, 290
41, 270
42, 270
43, 270
44, 270
45, 270
46, 240
47, 240
48, 240
49, 240
50, 240
51, 240
52, 240
53, 240
54, 240
55, 240
56, 240
57, 240
58, 240
59, 240
60, 240
61, 240
62, 240
63, 240
64, 240
65, 240
66, 240
67, 240
68, 240
69, 240
70, 240
71, 240
72, 210
73, 210
74, 210
75, 210
76, 190
77, 190
78, 190
79, 190
80, 190
81, 190
82, 190
83, 190
84, 190
85, 190
86, 190
87, 190
88, 190
89, 190
90, 190
91, 190
92, 190
93, 190
94, 190
95, 190
96, 190
97, 190
98, 190
99, 190
100, 190
101, 190
102, 190
103, 190
104, 190
105, 190
106, 190
107, 190
108, 190
109, 190
110, 190
111, 190
112, 190
113, 190
114, 190
115, 190
116, 190
117, 190
118, 190
119, 190
120, 190
121, 190
122, 190
123, 190
124, 190
125, 190
126, 190
127, 190
128, 190
129, 190
130, 190
131, 190
132, 190
133, 190
134, 190
135, 190
136, 190
137, 190
138, 190
139, 190
140, 190
141, 190
142, 190
143, 190
144, 190
145, 190
146, 190
147, 190
148, 190
149, 190
150, 190
151, 190
152, 190
153, 190
154, 190
155, 190
156, 190
157, 190
158, 190
159, 190
160, 190
161, 190
162, 190
163, 190
164, 190
165, 190
166, 190
167, 190
168, 190
169, 190
170, 190
171, 190
172, 190
173, 190
174, 190
175, 190
176, 190
177, 190
178, 190
179, 190
180, 190
181, 190
182, 190
183, 190
184, 190
185, 190
186, 190
187, 190
188, 190
189, 190
190, 190
191, 190
192, 190
193, 190
194, 190
195, 190
196, 190
197, 190
198, 190
199, 190
200, 190
201, 190
202, 190
203, 190
204, 190
205, 190
206, 190
207, 190
208, 190
209, 190
210, 190
211, 190
212, 190
213, 190
214, 190
215, 190
216, 190
217, 190
218, 190
219, 190
220, 190
221, 190
222, 190
223, 190
224, 190
225, 190
226, 190
227, 190
228, 190
229, 190
230, 190
231, 190
232, 190
233, 190
234, 190
235, 190
236, 190
237, 190
238, 190
239, 190
240, 190
241, 190
242, 190
243, 190
244, 190
245, 190
246, 190
247, 190
248, 190
249, 190
250, 190
251, 190
252, 190
253, 190
254, 190
255, 190
256, 160
257, 160
258, 160
259, 160
260, 160
261, 160
262, 160
263, 160
264, 160
265, 160
266, 160
267, 160
268, 160
269, 160
270, 160
271, 160
272, 160
273, 160
274, 160
275, 160
276, 160
277, 160
278, 160
279, 160
280, 160
281, 160
282, 160
283, 160
284, 160
285, 160
286, 160
287, 160
288, 160
289, 160
290, 160
291, 160
292, 160
293, 150
294, 150
295, 150
296, 150
297, 150
298, 150
299, 150
300, 150
301, 150
302, 150
303, 150
304, 150
305, 150
306, 150
307, 150
308, 150
309, 150
310, 150
311, 150
312, 150
313, 150
314, 150
315, 150
316, 150
317, 150
318, 150
319, 150
320, 150
321, 150
322, 150
323, 150
324, 150
325, 150
326, 150
327, 150
328, 150
329, 150
330, 150
331, 150
332, 150
333, 150
334, 150
335, 150
336, 150
337, 150
338, 150
339, 150
340, 150
341, 150
342, 150
343, 150
344, 150
345, 150
346, 150
347, 150
348, 150
349, 150
350, 150
351, 150
352, 150
353, 150
354, 150
355, 150
356, 150
357, 150
358, 130
359, 130
360, 130
361, 130
362, 130
363, 130
364, 130
365, 130
366, 130
367, 130
368, 130
369, 130
370, 130
371, 130
372, 130
373, 130
374, 130
375, 90
376, 90
377, 90
378, 90
379, 90
380, 90
381, 90
382, 90
383, 90
384, 90
385, 90
386, 90
387, 90
388, 90
389, 90
390, 90
391, 90
392, 90
393, 90
394, 90
395, 90
396, 90
397, 90
398, 90
399, 90
400, 90
401, 90
402, 90
403, 90
404, 90
405, 90
406, 90
407, 90
408, 90
409, 90
410, 90
411, 90
412, 90
413, 90
414, 90
415, 90
416, 80
417, 80
418, 80
419, 80
420, 80
421, 80
422, 80
423, 80
424, 80
425, 80
426, 80
427, 80
428, 80
429, 80
430, 80
431, 80
432, 80
433, 80
434, 80
435, 80
436, 80
437, 80
438, 80
439, 80
440, 80
441, 80
442, 80
443, 80
444, 80
445, 80
446, 80
447, 80
448, 80
449, 80
450, 80
451, 80
452, 80
453, 80
454, 80
455, 80
456, 80
457, 80
458, 80
